ra,fase,turma,nome,anonasc,idade22,gnero,anoingresso,instituiodeensino,pedra20,pedra21,pedra22,inde22,cg,cf,ct,nav,avaliador1,recav1,avaliador2,recav2,avaliador3,recav3,avaliador4,recav4,iaa,ieg,ips,recpsicologia,ida,matem,portug,ingls,indicado,atingiupv,ipv,ian,faseideal,defas,destaqueieg,destaqueida,destaqueipv,ano,inde2023,fase_pedra_ano,nomeanonimizado,datadenasc,idade,pedra23,inde23,ipp,mat,por,ing,defasagem,destaqueipv1,inde2024,avaliador5,avaliador6,escola,ativoinativo,ativoinativo1,aluno_id
RA-1498,2M,2M,,,,Feminino,2024,Pública,,,,,,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,8.502,7.840909091,7.51,,7.0,,,,,,6.33,5.0,Fase 3 (7° e 8° ano),,,,,2024,,Ametista,Aluno-1498,,,,,8.125,5.0,9.0,,-1.0,,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,RA-1498
RA-1499,2N,2N,,,,Feminino,2024,Pública,,,,,,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,8.418,9.25,6.885,,6.5,,,,,,7.11,10.0,Fase 2 (5° e 6° ano),,,,,2024,,Ametista,Aluno-1499,,,,,8.125,6.0,7.0,,0.0,,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,RA-1499
RA-788,2N,2N,,,,Masculino,2021,Privada - Programa de Apadrinhamento,,Topázio,Topázio,8.264312621417798,,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,8.418,9.519450801,6.26,,5.75,,,,,,7.783333333,10.0,Fase 2 (5° e 6° ano),,,,,2024,,Ametista,Aluno-788,,,Ametista,7.806091667,8.4375,4.0,7.5,,0.0,,,,,Colégio Arco Íris Evolução,Cursando,Cursando,RA-788
RA-1500,2N,2N,,,,Masculino,2024,Pública,,,,,,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,9.502,8.3333333335,6.885,,3.5,,,,,,7.556666667,10.0,Fase 2 (5° e 6° ano),,,,,2024,,Ametista,Aluno-1500,,,,,8.4375,2.0,5.0,,0.0,,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,RA-1500
RA-777,2N,2N,,,,Feminino,2022,Pública,,,Ametista,7.096346507013722,,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,8.002,8.7757437075,7.51,,4.5,,,,,,7.723333333,10.0,Fase 2 (5° e 6° ano),,,,,2024,,Ametista,Aluno-777,,,Ametista,7.468125,8.125,3.5,5.5,,0.0,,,,,EE Helio Luiz Dobrochinski Prof,Cursando,Cursando,RA-777
RA-1063,2N,2N,,,,Masculino,2023,Pública,,,,,,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,5.25,9.75,7.51,,7.75,,,,,,6.11,5.0,Fase 3 (7° e 8° ano),,,,,2024,,Ametista,Aluno-1063,,,Ametista,7.490825,7.8125,9.0,6.5,,-1.0,,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,RA-1063
RA-664,2N,2N,,,,Feminino,2022,Pública,,,Ametista,7.276853518518519,,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,9.002,6.7734553775,7.51,,5.75,,,,,,7.666666667,10.0,Fase 2 (5° e 6° ano),,,,,2024,,Ametista,Aluno-664,,,Topázio,8.0872,8.125,3.0,8.5,,0.0,,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,RA-664
RA-1501,2N,2N,,,,Feminino,2024,Pública,,,,,,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,9.502,10.0,7.51,,5.0,,,,,,7.5,10.0,Fase 2 (5° e 6° ano),,,,,2024,,Topázio,Aluno-1501,,,,,8.4375,4.5,5.5,,0.0,,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,RA-1501
RA-764,2N,2N,,,,Masculino,2022,Privada,,,Ametista,8.004340111446288,,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,8.002,7.8804347825,7.51,,6.0,,,,,,8.336666667,10.0,Fase 2 (5° e 6° ano),,,,,2024,,Ametista,Aluno-764,,,Ametista,7.682125,8.4375,3.0,9.0,,0.0,,,,,Colégio Franciscano Santa Clara,Cursando,Cursando,RA-764
RA-1064,2N,2N,,,,Masculino,2023,Pública,,,,,,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,9.502,9.7368421055,7.51,,8.5,,,,,,8.783333333,10.0,Fase 2 (5° e 6° ano),,,,,2024,,Topázio,Aluno-1064,,,Topázio,8.4777,8.75,8.0,9.0,,0.0,,,,,EE Helio Luiz Dobrochinski Prof,Cursando,Cursando,RA-1064
RA-1065,2N,2N,,,,Feminino,2023,Pública,,,,,,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,9.502,8.8152173915,6.26,,9.25,,,,,,8.84,10.0,Fase 2 (5° e 6° ano),,,,,2024,,Topázio,Aluno-1065,,,Topázio,8.03395,9.0625,9.0,9.5,,0.0,,,,,EE Helio Luiz Dobrochinski Prof,Cursando,Cursando,RA-1065
RA-1502,2N,2N,,,,Feminino,2024,Pública,,,,,,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,8.002,7.628205128,7.51,,5.25,,,,,,7.39,5.0,Fase 3 (7° e 8° ano),,,,,2024,,Agata,Aluno-1502,,,,,7.8125,3.5,7.0,,-1.0,,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,RA-1502
RA-781,2N,2N,,,,Feminino,2021,Pública,,Topázio,Ametista,7.785693147804151,,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,8.002,9.75,7.51,,7.25,,,,,,8.506666667,10.0,Fase 2 (5° e 6° ano),,,,,2024,,Topázio,Aluno-781,,,Topázio,8.209283333,8.4375,5.0,9.5,,0.0,,,,,EE Helio Luiz Dobrochinski Prof,Cursando,Cursando,RA-781
RA-608,2N,2N,,,,Masculino,2022,Pública,,,Ametista,7.216203925925925,,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,9.002,3.054347826,6.885,,4.25,,,,,,5.053333333,10.0,Fase 2 (5° e 6° ano),,,,,2024,,Quartzo,Aluno-608,,,Ametista,7.401741667,7.1875,5.0,3.5,,0.0,,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,RA-608
RA-796,2P,2P,,,,Feminino,2022,Pública,,,Ametista,7.232068817813765,,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,8.502,8.2212885155,7.51,,5.25,,,,,,7.326666667,5.0,Fase 3 (7° e 8° ano),,,,,2024,,Ametista,Aluno-796,,,Ametista,7.462866667,7.916666667,3.0,7.5,,-1.0,,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,RA-796
RA-797,2P,2P,,,,Masculino,2021,Pública,,Ágata,Ametista,7.216575886639676,,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,9.168,4.840909091,7.51,,7.25,,,,,,6.723333333,5.0,Fase 3 (7° e 8° ano),,,,,2024,,Agata,Aluno-797,,,Ametista,7.373033333,6.666666667,8.0,6.5,,-1.0,,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,RA-797
RA-636,2P,2P,,,,Masculino,2022,Pública,,,Ametista,7.189287269841271,,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,8.002,4.9043062200000005,7.51,,5.25,,,,,,5.553333333,10.0,Fase 2 (5° e 6° ano),,,,,2024,,Agata,Aluno-636,,,Agata,6.836666667,6.875,4.0,6.5,,0.0,,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,RA-636
RA-1140,2P,2P,,,,Feminino,2023,Pública,,,,,,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,6.834,6.112440191499999,7.51,,7.0,,,,,,7.39,10.0,Fase 2 (5° e 6° ano),,,,,2024,,Ametista,Aluno-1140,,,Ametista,7.703533333,8.125,4.5,9.5,,0.0,,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,RA-1140
RA-1503,2P,2P,,,,Feminino,2024,Pública,,,,,,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,7.502,10.0,7.51,,2.75,,,,,,7.723333333,5.0,Fase 3 (7° e 8° ano),,,,,2024,,Agata,Aluno-1503,,,,,8.958333333,3.0,2.5,,-1.0,,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,RA-1503
RA-814,2P,2P,,,,Masculino,2022,Pública,,,Ametista,7.592405198653199,,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,7.418,9.090909091,7.51,,7.5,,,,,,7.053333333,10.0,Fase 2 (5° e 6° ano),,,,,2024,,Ametista,Aluno-814,,,Topázio,8.367866667,7.5,8.0,7.0,,0.0,,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,RA-814
RA-637,2P,2P,,,,Feminino,2021,Pública,,Topázio,Ametista,7.0386924761904766,,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,7.502,6.2272727275,7.51,,7.75,,,,,,7.776666667,10.0,Fase 2 (5° e 6° ano),,,,,2024,,Ametista,Aluno-637,,,Topázio,8.109533333,8.333333333,6.5,9.0,,0.0,,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,RA-637
RA-652,2P,2P,,,,Feminino,2022,Pública,,,Topázio,8.150927925925927,,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,8.002,6.931818182000001,7.51,,5.5,,,,,,7.663333333,10.0,Fase 2 (5° e 6° ano),,,,,2024,,Ametista,Aluno-652,,,Ametista,7.871033333,7.916666667,4.5,6.5,,0.0,,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,RA-652
RA-816,2P,2P,,,,Feminino,2022,Privada - Programa de Apadrinhamento,,,Topázio,8.512849483130905,,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,7.002,9.7727272725,7.51,,9.25,,,,,,8.786666667,10.0,Fase 2 (5° e 6° ano),,,,,2024,,Topázio,Aluno-816,,,Topázio,8.5572,9.166666667,8.5,10.0,,0.0,,,,,Colégio Arco Íris Evolução,Cursando,Cursando,RA-816
RA-1504,2P,2P,,,,Feminino,2024,Pública,,,,,,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,7.5,4.6136363634999995,5.63,,6.75,,,,,,6.94,5.0,Fase 3 (7° e 8° ano),,,,,2024,,Agata,Aluno-1504,,,,,5.833333333,5.0,8.5,,-1.0,,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,RA-1504
RA-638,2P,2P,,,,Feminino,2021,Pública,Topázio,Ametista,Ametista,7.058532857142858,,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,8.502,5.7272727275,7.51,,5.0,,,,,,5.936666667,10.0,Fase 2 (5° e 6° ano),,,,,2024,,Agata,Aluno-638,,,Ametista,7.754866667,8.125,4.0,6.0,,0.0,,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,RA-638
RA-1505,2P,2P,,,,Masculino,2024,Pública,,,,,,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,9.502,7.5252525255,7.51,,3.75,,,,,,6.943333333,5.0,Fase 3 (7° e 8° ano),,,,,2024,,Agata,Aluno-1505,,,,,8.75,3.0,4.5,,-1.0,,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,RA-1505
RA-643,2P,2P,,,,Masculino,2022,Pública,,,Ágata,6.763162264550265,,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,9.002,6.8660287085,7.51,,4.5,,,,,,5.826666667,5.0,Fase 3 (7° e 8° ano),,,,,2024,,Agata,Aluno-643,,,Ametista,7.389033333,8.125,3.0,6.0,,-1.0,,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,RA-643
RA-645,2P,2P,,,,Feminino,2022,Pública,,,Ágata,6.085650148148147,,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,7.418,8.3863636365,7.51,,5.25,,,,,,7.556666667,10.0,Fase 2 (5° e 6° ano),,,,,2024,,Ametista,Aluno-645,,,Ametista,7.613033333,7.708333333,3.0,7.5,,0.0,,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,RA-645
RA-1068,2R,2R,,,,Masculino,2023,Pública,,,,,,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,9.502,9.068181818,7.51,,9.5,,,,,,8.73,10.0,Fase 2 (5° e 6° ano),,,,,2024,,Topázio,Aluno-1068,,,Topázio,8.472533333,8.541666667,9.0,10.0,,0.0,,,,,EE Maria André Schunck Dona,Cursando,Cursando,RA-1068
RA-798,2R,2R,,,,Masculino,2022,Pública,,,Ametista,7.0492678609986505,,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,6.834,3.5064935065,7.51,,4.75,,,,,,2.943333333,5.0,Fase 3 (7° e 8° ano),,,,,2024,,Quartzo,Aluno-798,,,Ametista,7.018033333,5.0,4.0,5.5,,-1.0,,,,,EE Maria André Schunck Dona,Cursando,Cursando,RA-798
RA-799,2R,2R,,,,Feminino,2022,Pública,,,Ametista,7.676131896086369,,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,7.918,9.090909091,7.51,,5.25,,,,,,7.5,10.0,Fase 2 (5° e 6° ano),,,,,2024,,Ametista,Aluno-799,,,Topázio,8.061533333,7.916666667,5.0,5.5,,0.0,,,,,EE Maria André Schunck Dona,Cursando,Cursando,RA-799
RA-1506,2R,2R,,,,Feminino,2024,Pública,,,,,,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,8.002,8.3874458875,7.51,,3.5,,,,,,7.886666667,10.0,Fase 2 (5° e 6° ano),,,,,2024,,Ametista,Aluno-1506,,,,,6.458333333,0.0,7.0,,0.0,,,,,EE Helio Luiz Dobrochinski Prof,Cursando,Cursando,RA-1506
RA-802,2R,2R,,,,Masculino,2021,Pública,,Ametista,Ametista,7.830788433198381,,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,7.502,7.012987013,7.51,,8.75,,,,,,6.723333333,10.0,Fase 2 (5° e 6° ano),,,,,2024,,Ametista,Aluno-802,,,Topázio,8.126866667,8.333333333,9.0,8.5,,0.0,,,,,EE Maria André Schunck Dona,Cursando,Cursando,RA-802
RA-1507,2R,2R,,,,Masculino,2024,Pública,,,,,,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,6.918,4.448051948,7.51,,5.0,,,,,,3.776666667,5.0,Fase 3 (7° e 8° ano),,,,,2024,,Quartzo,Aluno-1507,,,,,4.583333333,5.0,5.0,,-1.0,,,,,EE Maria André Schunck Dona,Cursando,Cursando,RA-1507
RA-1071,2R,2R,,,,Masculino,2023,Pública,,,,,,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,8.002,4.188311688500001,7.51,,4.5,,,,,,2.996666667,5.0,Fase 3 (7° e 8° ano),,,,,2024,,Quartzo,Aluno-1071,,,Agata,6.414033333,4.166666667,4.0,5.0,,-1.0,,,,,EE Maria André Schunck Dona,Cursando,Cursando,RA-1071
RA-1508,2R,2R,,,,Feminino,2024,Pública,,,,,,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,7.502,7.2294372295,7.51,,9.25,,,,,,8.166666667,10.0,Fase 2 (5° e 6° ano),,,,,2024,,Topázio,Aluno-1508,,,,,7.5,10.0,8.5,,0.0,,,,,EE Helio Luiz Dobrochinski Prof,Cursando,Cursando,RA-1508
RA-1509,2R,2R,,,,Masculino,2024,Pública,,,,,,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,8.502,6.5151515155,7.51,,7.5,,,,,,7.446666667,10.0,Fase 2 (5° e 6° ano),,,,,2024,,Ametista,Aluno-1509,,,,,6.666666667,7.0,8.0,,0.0,,,,,EE Maria André Schunck Dona,Cursando,Cursando,RA-1509
RA-1510,2R,2R,,,,Feminino,2024,Pública,,,,,,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,10.002,9.7727272725,7.51,,10.0,,,,,,9.003333333,10.0,Fase 2 (5° e 6° ano),,,,,2024,,Topázio,Aluno-1510,,,,,9.583333333,10.0,10.0,,0.0,,,,,EE Maria André Schunck Dona,Cursando,Cursando,RA-1510
RA-785,2U,2U,,,,Feminino,2022,Pública,,,Ametista,7.6422905052790355,,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,9.502,10.0,7.51,,9.0,,,,,,8.893333333,10.0,Fase 2 (5° e 6° ano),,,,,2024,,Topázio,Aluno-785,,,Topázio,8.137866667,8.75,8.0,10.0,,0.0,,,,,EE Helio Luiz Dobrochinski Prof,Cursando,Cursando,RA-785
RA-1511,2U,2U,,,,Feminino,2024,Pública,,,,,,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,10.002,9.3271221535,7.51,,8.75,,,,,,8.556666667,10.0,Fase 2 (5° e 6° ano),,,,,2024,,Topázio,Aluno-1511,,,,,8.4375,8.0,9.5,,0.0,,,,,EE Helio Luiz Dobrochinski Prof,Cursando,Cursando,RA-1511
RA-752,2U,2U,,,,Feminino,2022,Pública,,,Topázio,8.196890131054133,,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,9.502,7.525879916999999,7.51,,5.75,,,,,,5.613333333,5.0,Fase 3 (7° e 8° ano),,,,,2024,,Agata,Aluno-752,,,Topázio,8.073825,5.9375,7.0,4.5,,-1.0,,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,RA-752
RA-790,2U,2U,,,,Masculino,2022,Pública,,,Ametista,7.50432758974359,,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,7.502,6.811594203,7.51,,6.75,,,,,,6.883333333,5.0,Fase 3 (7° e 8° ano),,,,,2024,,Agata,Aluno-790,,,Agata,6.707666667,7.1875,4.0,9.5,,-1.0,,,,,EM Cecilia Cristina de Oliveira Rodrigues,Cursando,Cursando,RA-790
RA-590,2U,2U,,,,Feminino,2021,Privada,Ametista,Ágata,Ametista,7.4346362807017545,,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,8.002,8.457556936,6.26,,4.0,,,,,,7.723333333,5.0,Fase 3 (7° e 8° ano),,,,,2024,,Agata,Aluno-590,,,Ametista,7.647666667,7.5,8.0,0.0,,-1.0,,,,,Colégio Nogueira e Sonho de Criança,Cursando,Cursando,RA-590
RA-1512,2U,2U,,,,Feminino,2024,Pública,,,,,,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,9.502,10.0,7.51,,5.5,,,,,,7.61,10.0,Fase 2 (5° e 6° ano),,,,,2024,,Topázio,Aluno-1512,,,,,7.8125,7.0,4.0,,0.0,,,,,EE Helio Luiz Dobrochinski Prof,Cursando,Cursando,RA-1512
RA-472,2U,2U,,,,Feminino,2022,Pública,,,Quartzo,5.9300813955984975,,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,7.502,7.48447205,7.51,,6.25,,,,,,6.333333333,5.0,Fase 3 (7° e 8° ano),,,,,2024,,Agata,Aluno-472,,,Agata,6.6858,6.25,4.0,8.5,,-1.0,,,,,EM Cecilia Cristina de Oliveira Rodrigues,Cursando,Cursando,RA-472
RA-628,2U,2U,,,,Masculino,2022,Pública,,,Ametista,7.576531180695848,,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,9.002,10.0,7.51,,9.0,,,,,,7.833333333,5.0,Fase 3 (7° e 8° ano),,,,,2024,,Topázio,Aluno-628,,,Topázio,8.370325,7.1875,8.0,10.0,,-1.0,,,,,EM Alfredo Schunk,Cursando,Cursando,RA-628
RA-1513,2U,2U,,,,Feminino,2024,Pública,,,,,,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,8.502,7.5252525255,7.51,,3.75,,,,,,7.223333333,5.0,Fase 3 (7° e 8° ano),,,,,2024,,Agata,Aluno-1513,,,,,7.5,4.0,3.5,,-1.0,,,,,EE Maria André Schunck Dona,Cursando,Cursando,RA-1513
RA-1514,2U,2U,,,,Feminino,2024,Pública,,,,,,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,9.002,7.979797980000001,7.51,,5.5,,,,,,7.273333333,10.0,Fase 2 (5° e 6° ano),,,,,2024,,Ametista,Aluno-1514,,,,,7.1875,5.0,6.0,,0.0,,,,,EM Cecilia Cristina de Oliveira Rodrigues,Cursando,Cursando,RA-1514
RA-629,2U,2U,,,,Feminino,2022,Pública,,,Topázio,8.109723333333333,,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,10.002,9.523809524,7.51,,6.0,,,,,,7.276666667,10.0,Fase 2 (5° e 6° ano),,,,,2024,,Topázio,Aluno-629,,,Topázio,8.013866667,7.5,6.0,6.0,,0.0,,,,,EM Cecilia Cristina de Oliveira Rodrigues,Cursando,Cursando,RA-629
RA-832,2U,2U,,,,Masculino,2022,Pública,,,Topázio,8.178844113710202,,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,9.002,8.695652174,7.51,,8.0,,,,,,7.5,10.0,Fase 2 (5° e 6° ano),,,,,2024,,Topázio,Aluno-832,,,Topázio,8.2697,7.5,7.0,9.0,,0.0,,,,,EE Helio Luiz Dobrochinski Prof,Cursando,Cursando,RA-832
RA-1515,2U,2U,,,,Feminino,2024,Pública,,,,,,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,6.418,6.6666666665,6.255,,3.5,,,,,,6.72,5.0,Fase 3 (7° e 8° ano),,,,,2024,,Quartzo,Aluno-1515,,,,,6.875,6.0,1.0,,-1.0,,,,,EE Maria André Schunck Dona,Cursando,Cursando,RA-1515
RA-833,2U,2U,,,,Masculino,2022,Pública,,,Ametista,7.790571508771929,,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,9.002,9.3271221535,7.51,,8.0,,,,,,7.946666667,10.0,Fase 2 (5° e 6° ano),,,,,2024,,Topázio,Aluno-833,,,Ametista,7.81295,8.125,9.0,7.0,,0.0,,,,,EM Cecilia Cristina de Oliveira Rodrigues,Cursando,Cursando,RA-833
RA-819,2U,2U,,,,Masculino,2022,Pública,,,Ametista,7.740741074074075,,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,10.002,7.784679089,7.51,,9.0,,,,,,8.503333333,10.0,Fase 1 (3° e 4° ano),,,,,2024,,Topázio,Aluno-819,,,Ametista,7.944833333,8.4375,8.0,10.0,,1.0,,,,,Estuda em outra cidade,Cursando,Cursando,RA-819
RA-1073,3A,3A,,,,Feminino,2022,Pública,,,,,,,,4.0,Avaliador-21,,Avaliador-26,,Avaliador-23,,Avaliador-5,,9.168,6.370972886666667,7.5,,6.5,,,,,,5.7875,10.0,Fase 3 (7° e 8° ano),,,,,2024,,Ametista,Aluno-1073,,,Agata,6.384333333,6.875,6.5,5.0,8.0,0.0,,,,,EE Mario Francisco de Amorim,Cursando,Cursando,RA-1073
RA-494,3A,3A,,,,Feminino,2022,Privada,,,Ágata,6.407077164021164,,,,4.0,Avaliador-21,,Avaliador-26,,Avaliador-23,,Avaliador-5,,7.5,7.329323308333333,8.755,,6.333333333333333,,,,,,8.915,10.0,Fase 3 (7° e 8° ano),,,,,2024,,Ametista,Aluno-494,,,Ametista,7.116633333,7.8125,6.0,5.5,7.5,0.0,,,,,Rede Decisão - Unidade União,Cursando,Cursando,RA-494
RA-484,3A,3A,,,,Masculino,2022,Pública,,,Ágata,6.709725111111111,,,,4.0,Avaliador-21,,Avaliador-26,,Avaliador-23,,Avaliador-5,,8.334,3.9141382866666667,2.51,,0.0,,,,,,3.1225,10.0,Fase 3 (7° e 8° ano),,,,,2024,,Quartzo,Aluno-484,,,Quartzo,5.515466667,3.4375,0.0,0.0,0.0,0.0,,,,,EE Leonice de Aquino Oliveira,Cursando,Cursando,RA-484
RA-496,3A,3A,,,,Masculino,2021,Privada,Quartzo,Quartzo,Ágata,6.683335555555555,,,,4.0,Avaliador-21,,Avaliador-26,,Avaliador-23,,Avaliador-5,,10.002,5.315995871999999,6.255,,5.666666666666667,,,,,,6.1625,10.0,Fase 3 (7° e 8° ano),,,,,2024,,Agata,Aluno-496,,,Agata,6.603666667,6.71875,5.0,4.5,7.5,0.0,,,,,Recanto Betânia Centro Educacional,Cursando,Cursando,RA-496
RA-1516,3A,3A,,,,Feminino,2024,Privada,,,,,,,,4.0,Avaliador-21,,Avaliador-26,,Avaliador-23,,Avaliador-5,,9.585,5.404288499000001,9.38,,4.666666666666667,,,,,,7.5475,10.0,Fase 3 (7° e 8° ano),,,,,2024,,Ametista,Aluno-1516,,,,,7.96875,0.0,5.0,9.0,3.0,,,,,Colégio Arco Íris Evolução,Cursando,Cursando,RA-1516
RA-1143,3A,3A,,,,Feminino,2021,Pública,,,,,,,,4.0,Avaliador-21,,Avaliador-26,,Avaliador-23,,Avaliador-5,,9.585,5.201336675,9.38,,3.1666666666666665,,,,,,6.79,2.5,Fase 6 (2° EM),,,,,2024,,Quartzo,Aluno-1143,,,Agata,6.445933333,7.03125,3.0,6.5,0.0,-3.0,,,,,EE Joaquim Mendes Feliz,Cursando,Cursando,RA-1143
RA-1517,3A,3A,,,,Masculino,2024,Pública,,,,,,,,4.0,Avaliador-21,,Avaliador-26,,Avaliador-23,,Avaliador-5,,9.168,4.305555555666667,9.38,,4.666666666666667,,,,,,6.7075,5.0,Fase 4 (9° ano),,,,,2024,,Agata,Aluno-1517,,,,,7.5,5.0,4.5,4.5,-1.0,,,,,EE Maria André Schunck Dona,Cursando,Cursando,RA-1517
RA-1518,3A,3A,,,,Feminino,2022,Pública,,,,,,,,4.0,Avaliador-21,,Avaliador-26,,Avaliador-23,,Avaliador-5,,7.084,5.714285714333333,9.38,,1.75,,,,,,6.5825,5.0,Fase 4 (9° ano),,,,,2024,,Quartzo,Aluno-1518,,,,,7.65625,0.0,3.5,,-1.0,,,,,EE Leonice de Aquino Oliveira,Cursando,Cursando,RA-1518
RA-227,3A,3A,,,,Masculino,2022,Pública,,,Ágata,6.470788936720144,,,,4.0,Avaliador-21,,Avaliador-26,,Avaliador-23,,Avaliador-5,,9.585,8.097577276666668,9.38,,6.5,,,,,,7.54,10.0,Fase 3 (7° e 8° ano),,,,,2024,,Topázio,Aluno-227,,,Ametista,7.722125,7.5,4.0,6.0,9.5,0.0,,,,,Colégio Nogueira e Sonho de Criança,Cursando,Cursando,RA-227
RA-487,3A,3A,,,,Feminino,2021,Privada - Programa de Apadrinhamento,Topázio,Topázio,Topázio,8.416724112554114,,,,4.0,Avaliador-21,,Avaliador-26,,Avaliador-23,,Avaliador-5,,9.168,9.441269841333334,9.38,,9.666666666666666,,,,,,9.1725,10.0,Fase 3 (7° e 8° ano),,,,,2024,,Topázio,Aluno-487,,,Topázio,8.988866667,9.0625,10.0,9.0,10.0,0.0,,,,,Colégio Arco Íris Evolução,Cursando,Cursando,RA-487
RA-1076,3A,3A,,,,Feminino,2021,Pública,,,,,,,,4.0,Avaliador-21,,Avaliador-26,,Avaliador-23,,Avaliador-5,,8.334,7.777033492666668,8.125,,6.333333333333333,,,,,,6.5425,10.0,Fase 3 (7° e 8° ano),,,,,2024,,Ametista,Aluno-1076,,,Ametista,7.901033333,7.03125,5.5,6.5,7.0,0.0,,,,,EE Mario Francisco de Amorim,Cursando,Cursando,RA-1076
